1289	2591	1170	199	326	6300
8579	7030	4575	2447	1542	4625
8080	8282	661	721	36	3087
4257	5034	155	249	3271	13537
4979	3343	825	637	929	5387
4280	7305	2279	960	2616	17623
13252	5189	321	51	1450	30379
7152	8253	2995	20	3	37036
1596	1096	8425	399	318	10405
3677	1988	118	516	201	18827
8384	34792	42	12591	4430	22039
1936	2177	926	73	520	7769
3373	2707	1286	1082	526	9203
584	542	4052	283	434	5924
1433	1651	800	113	1440	31812
1825	1765	853	170	1067	16225
3328	2022	531	255	1774	1289
1371	3135	3001	352	184	18840
9250	2368	779	302	1627	3463
55	137	75	7	8	622
10690	19460	233	11577	2153	1989
5291	14855	317	6694	3182	3830
1366	2474	3378	811	418	17773
6570	9618	930	4004	1682	2861
7704	14682	398	8077	303	355
3651	12822	824	4424	2157	1725
540	283	1092	3	2233	12434
2024	3810	2665	232	610	15177
15726	26870	2367	13726	446	5531
7603	8584	2540	3674	238	5224
12653	19858	4425	7108	2379	15615
6721	9170	993	4973	3637	4822
3195	3268	405	1680	693	2926
735	803	1393	79	429	5809
717	2155	2399	69	750	5414
8675	13430	1116	7015	323	260
25862	19816	651	8773	6250	200
5479	6536	333	2840	707	955
7677	19805	937	9836	716	514
1208	5241	2515	153	1442	286
7845	11874	52	4196	1697	2343
6958	6536	7368	1532	230	45640
7330	4533	1752	20	2631	12759
7075	4945	1152	120	395	11002
4888	2500	4477	273	2165	3157
6036	8887	402	1382	2794	12356
29627	18148	16745	4948	8550	112151
8533	10518	443	6907	156	694
43950	20170	36534	239	47943	36847
918	4710	74	334	11	327
6448	1139	2181	58	247	8170
521	854	3470	949	727	3009
8002	9819	6269	3459	3	2438
7639	11687	2758	6839	404	8040
11577	11522	275	4027	1856	834
6250	1981	7332	118	64	16936
295	1381	890	43	84	13624
1461	2251	547	187	409	5509
3485	20292	959	5618	666	180
1012	2974	806	355	1142	7107
5139	5230	7888	330	1755	17023
7209	4897	18711	763	2876	30624
7097	10391	1127	4314	1468	2427
2154	6824	3527	592	697	11686
2280	2112	520	402	347	9670
13240	23127	3941	9959	731	3067
14399	24708	3549	14235	1681	4484
11487	9490	5065	284	6854	25203
685	2216	469	954	18	583
891	5226	1383	5	1328	1956
11711	23596	955	9265	710	1107
780	950	878	288	285	6373
4737	6089	2946	5316	120	2541
3748	5838	1859	3381	806	1537
12729	16767	864	12420	797	5550
1895	1393	1801	244	2100	18567
28326	39694	4736	19410	2870	12119
1012	2062	1291	240	1775	7291
6602	6861	1329	3961	1215	3317
6551	11364	913	5957	791	2362
10765	15538	1374	5828	2388	2806
16599	36486	179	13308	674	2532
1475	2046	2532	130	1158	18044
7504	15205	1285	4797	6372	18
367	1390	2306	86	130	4155
899	1382	1765	56	749	14755
7503	10646	91	4167	239	5396
1115	2856	7496	256	375	5041
2527	5265	5612	788	1360	2790
659	1499	784	70	659	7274
3243	4157	660	761	786	12680
5921	9212	1759	2568	1553	20782
2204	1563	2286	263	689	4042
577	572	950	4762	203	1869
2746	2501	6845	694	980	8656
5989	5615	8321	955	2137	11072
10678	3828	1439	1566	490	2344
1780	3838	638	284	834	25962
4984	3316	937	409	7	964
2703	3833	4260	325	2563	15603
6380	2824	1218	1216	295	1838
820	3047	2312	415	225	8635
3838	593	4634	28	1215	18692
475	585	1112	72	216	7363
2567	3779	5243	828	2253	47493
3575	7041	11422	343	2564	22096
1801	2475	2216	412	1047	24929
659	2914	3752	586	578	18226
3576	5119	561	1682	2398	11210
7775	10817	1183	3143	1970	6202
6154	13916	230	8933	2784	3062
2428	1777	1777	430	610	8885
346	489	2077	44	659	13569
5279	2406	559	562	572	15671
3795	2070	6340	918	291	8040
1993	1799	1730	234	710	3191
23133	33586	6746	18594	5121	6134
1860	4740	7683	205	1693	6623
7961	16966	432	363	1391	29526
17972	4748	4686	1547	3265	10379
489	1495	3242	111	615	31614
5008	5249	453	392	373	11092
1931	1883	5004	3593	987	8475
4563	2124	6422	730	3321	56083
4959	7336	3012	967	818	53205
4885	2157	327	780	548	9193
1110	1094	6818	49	287	7858
1372	1677	982	429	655	23257
1115	6684	4324	2894	411	2153
9679	15445	61	5980	1265	1073
23527	13699	10155	830	3636	5909
9763	22182	2221	4882	2563	572
1222	2576	3975	737	3628	20893
8053	19847	1069	6374	698	11908
258	1138	2516	333	204	15218
1032	975	5500	197	56	4720
5007	1563	1120	147	1550	2083
8323	6869	529	93	1040	514
3045	1493	4802	210	1824	36817
1703	1841	744	759	1153	894
1610	223	862	96	379	680
3749	6964	4479	603	2503	27901
829	683	16919	621	139	9061
2317	2543	5845	274	1409	11693
6200	9694	1293	3620	1721	17360
2884	2431	977	167	1104	3366
7108	6235	1093	2328	2079	12238
3965	4252	5970	1041	1404	49063
3613	2013	10303	314	1384	25767
4411	12609	8692	751	2406	68951
640	3600	1042	436	18	40254
2247	1242	1619	1226	128	7149
2102	2828	8366	386	1027	15354
594	1296	848	445	258	16260
286	471	1388	32	22	42786
2160	2642	502	965	1522	2708
3354	3261	2507	212	686	6022
3086	4329	3838	825	1060	2838
11103	12469	902	5952	741	3996
2013	6550	909	811	1854	21273
1897	5234	417	2208	254	7588
1304	3643	3045	710	898	19087
3199	6986	1455	3712	531	8090
4560	9965	934	4538	1037	6758
879	2060	264	290	259	444
6243	6360	824	2662	2005	16448
13316	20399	1809	8752	172	5283
5302	9785	364	6236	555	2886
3688	13829	492	10069	59	2599
7460	24773	617	11783	2410	161
12939	8852	799	3909	211	243
12867	21570	1840	7558	1543	6468
2374	2842	1149	351	925	17327
1020	3007	416	257	656	6987
20655	13567	1465	6846	806	918
1492	2405	12569	299	1117	7034
2335	8280	3046	371	117	29635
3737	19172	1274	17120	142	2137
925	2405	4447	183	297	9784
1795	7647	1483	857	1233	10617
14982	11924	662	3891	3508	1479
1375	2201	2679	83	1059	7127
3088	6114	978	821	1637	1182
2713	3558	2121	706	51	11800
25071	17645	1128	12408	1625	9759
3696	2280	514	275	834	1774
1897	5167	2714	228	1113	9155
713	3315	3703	1470	229	15881
944	11593	915	1679	573	13360
3587	2464	2369	140	1092	25977
16784	13626	60869	1272	5609	32717
1610	1431	3498	387	834	4414
899	1664	414	88	522	542
2209	3389	7849	210	1534	16933
1486	4583	5127	492	739	5113
1786	5109	3570	182	1043	9790
14881	26839	1234	9606	1102	11223
3216	1447	2208	178	2602	22321
4980	67298	131	38102	1215	8565
928	2743	11559	332	3486	16823
6817	10790	1365	4111	2139	27082
1511	1330	650	146	778	13970
1347	2611	8170	442	868	9351
333	7021	15601	15	550	3
1188	5332	9584	573	1942	2617
4025	9670	388	7271	1371	381
5763	11238	767	5162	2158	2320
5758	5923	349	4595	1328	255
6964	26316	1456	15469	37	1689
1172	1763	2234	217	379	3043
2602	8335	402	3843	303	1198
6939	15541	2693	6600	1115	2771
7184	12311	2809	4621	1022	27380
2380	2028	1341	1184	665	3428
14641	20521	2005	12218	445	5981
1099	1997	1796	173	995	3521
10044	22294	1741	12638	3137	1210
1106	1533	830	90	195	608
6264	21203	228	8682	1111	117
7393	2548	6386	1333	2341	14039
727	2012	245	184	127	190
134	218	3157	9	548	22686
1275	22272	137	6747	110	37
18664	1660	6114	536	4100	759
5878	2109	340	232	776	796
2872	2006	2601	468	503	19746
607	864	1206	159	405	4734
1601	2453	560	179	712	2121
997	4438	191	1335	314	4627
873	1524	1103	514	468	2615
6128	8025	1619	4515	3105	4692
2217	1664	1173	222	447	9561
894	534	1457	252	342	3477
1196	2406	2046	101	558	22335
337	683	1089	41	296	6211
3944	4955	1364	523	2235	39679
1887	1939	8164	716	790	20105
3801	1641	876	397	4829	3884
6257	7398	1504	1916	3113	15076
2256	1668	1492	311	686	6338
1450	1162	597	476	70	5841
8630	13586	5641	4666	1426	3136
3154	2648	1034	96	1242	38793
3294	1902	282	68	1114	3225
5164	10391	130	813	179	4048
944	2146	3881	600	270	28257
4591	1617	9927	246	532	17770
7435	8469	2540	1711	2893	34454
1364	3450	4006	397	361	1821
21858	15400	3635	282	5120	10683
922	1614	2583	192	1068	11635
3620	2857	1945	353	967	1206
1916	1573	1960	231	961	20918
848	1172	1677	200	406	9785
1530	1422	3019	227	684	9385
1181	1328	5502	311	1000	3352
2761	2313	907	95	1827	2647
4180	3600	659	122	654	518
6730	3842	8620	385	819	23632
865	3204	1398	149	452	12377
1316	1263	2921	841	290	9602
11991	9345	2644	3378	2213	4515
1666	1428	6838	64	743	11535
1032	582	5390	74	247	11442
577	935	1601	469	375	9612
906	1238	3576	153	1014	4446
2801	2128	13223	92	1902	27167
4753	5091	220	10	340	26539
11006	4604	127	632	288	25606
4613	3444	4324	914	715	18073
1046	1167	2069	593	378	6884
5010	5026	9806	1092	960	25066
12844	18683	2854	7883	553	7362
3880	6407	1646	2730	344	8257
3634	6100	2349	2123	5137	8708
2096	4563	1389	1860	1892	6633
3289	3281	1535	235	4365	2126
3605	12400	98	2970	62	97
4859	6633	17866	912	2435	4983
1990	3417	5679	1135	290	5969
6046	8552	1691	3540	1874	7842
10940	10908	848	6728	993	4389
5499	11055	364	3485	1063	5065
8494	18622	133	6740	776	660
3783	2223	633	1580	1521	8861
5266	13227	25	6818	1393	4456
4847	9053	1031	3415	1784	17063
1377	4172	830	948	1218	26400
3686	4657	1059	1803	668	17565
2884	12232	874	3213	249	16980
2408	2593	15348	108	1886	11243
9347	14316	3141	5079	1894	13134
16687	5429	15082	439	1163	31012
5970	4910	2198	850	317	3047
1750	3580	47	84	2501	8607
4230	16483	575	241	2080	3097
5506	5160	13486	1377	1498	8533
1162	4754	269	1328	395	21117
3218	1493	1541	356	1449	1982
3922	7994	688	2371	838	16731
12051	16027	13135	182	2204	29703
1431	764	4510	93	2346	39228
15488	30243	437	14841	1867	14531
1981	2232	1038	168	2125	10290
1698	2510	65	477	52	2787
